"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"6030114",0,31080,2022,2021,202203,798871,15,8778.5,1,12828837,1,13,216182,25,2,16,8,814,0,0,3,30,0,0,0,0,0,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"5598670",0,40900,2022,2018,202203,439175,33,429.3,1,2149127,1,12,16577,32,2,85,1,100,0,0,6,63,0,0,0,0,16577,0,"Sacramento--Roseville--Arden-Arcade, CA","N/A (not applicable)"
"6720915",120,38300,2022,2020,202203,5376375,48,2730.2,5,2356285,1,13,90651,49,2,49,1,100,0,0,10,101,33,3301,0,0,0,68,"Pittsburgh, PA","Financial managers"
"10244852",3602,40140,2022,2018,202203,374228,23,4985.2,1,4224851,2,22,31214,27,2,62,7,700,1,100,5,50,0,0,0,0,1169,13,"Riverside-San Bernardino-Ontario, CA","Personal care aides"
"7145458",420,0,2022,2020,202203,1870503,15,1537.1,0,192541,1,13,38527,22,2,31,2,200,0,0,6,65,0,0,0,0,11331,68,"Not in identifiable area","Social and community service managers"
"13130502",5400,0,2022,2021,202203,780549,16,73.7,0,37354,0,0,9999999,16,2,52,1,100,0,0,7,71,0,0,0,0,32427,44,"Not in identifiable area","Receptionists and information clerks"
"8248107",1360,26420,2022,2020,202203,6098042,17,3793,3,5920416,2,22,67762,17,2,29,1,100,0,0,10,101,50,5006,0,0,67762,84,"Houston-The Woodlands-Sugar Land, TX","Civil engineers"
"692855",0,0,2022,2018,202203,5698057,19,91.1,0,33811,1,12,21861,17,2,45,1,100,0,0,6,61,0,0,0,0,10405,0,"Not in identifiable area","N/A (not applicable)"
"9637708",3050,45300,2022,2021,202203,1642991,20,609.3,1,2783243,1,12,365348,20,2,41,6,640,0,0,11,116,61,6108,0,0,151328,82,"Tampa-St. Petersburg-Clearwater, FL","Pharmacists"
"12873312",5240,0,2022,2022,202203,5200445,34,246.2,0,62775,2,22,77000,34,2,22,1,100,0,0,7,71,0,0,0,0,40200,44,"Not in identifiable area","Customer service representatives"
"11177432",4220,35620,2022,2021,202203,3979027,52,15440,2,19567410,1,13,47236,52,1,42,6,610,0,0,6,65,0,0,0,0,22699,9,"New York-Newark-Jersey City, NY-NJ-PA","Janitors and building cleaners"
"9571921",2861,45940,2022,2018,202203,3862644,44,8307.1,1,366513,1,12,76258,56,1,74,1,100,2,200,7,71,0,0,0,0,66052,31,"Trenton, NJ","Interpreters and translators"
"2319156",0,0,2022,2018,202203,3139570,6,225.8,0,50766,2,22,41151,5,2,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"2545118",0,43900,2022,2018,202203,5559405,35,1120.4,5,313268,1,12,51088,34,1,8,1,100,0,0,1,14,0,0,0,0,9999999,0,"Spartanburg, SC","N/A (not applicable)"
"14330262",7330,19820,2022,2019,202203,3215284,14,4406.8,4,4296250,1,12,30887,14,1,47,1,100,0,0,8,81,0,0,0,0,19864,27,"Detroit-Warren-Dearborn, MI","Industrial and refractory machinery mechanics"
"5404536",0,16980,2022,2018,202203,2086860,60,4693.8,2,9461105,1,13,42086,58,1,75,1,100,0,0,6,63,0,0,0,0,23381,0,"Chicago-Naperville-Elgin, IL-IN-WI","N/A (not applicable)"
"3180373",0,26420,2022,2021,202203,6215025,8,1370.3,3,5920416,1,13,168406,7,2,69,8,826,1,100,10,101,62,6201,0,0,81393,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"6034911",0,34820,2022,2021,202203,5607011,11,250.5,1,376722,1,13,108091,11,1,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","N/A (not applicable)"
"1624277",0,41620,2022,2022,202203,6416418,17,5831.7,4,1087873,1,13,74100,25,2,10,1,100,1,100,1,17,0,0,0,0,9999999,0,"Salt Lake City, UT","N/A (not applicable)"
"12292295",4760,46520,2022,2020,202203,1992468,41,22187.9,1,953207,2,22,65042,50,2,26,6,699,0,0,7,71,0,0,0,0,33541,47,"Urban Honolulu, HI","Retail salespersons"
"9745026",3230,17140,2022,2019,202203,4828585,22,1545.7,4,2114580,1,13,132045,13,2,28,2,200,0,0,11,114,61,6102,0,0,86116,58,"Cincinnati, OH-KY-IN","Speech-language pathologists"
"13606039",5910,0,2022,2018,202203,1792458,12,254.5,0,84965,1,13,142625,9,2,66,1,100,0,0,10,101,19,1902,0,0,72482,44,"Not in identifiable area","Proofreaders and copy markers"
"2244314",0,0,2022,2022,202203,959890,6,39.6,0,30653,1,12,57600,6,1,73,3,362,0,0,4,40,0,0,0,0,48800,0,"Not in identifiable area","N/A (not applicable)"
"15570467",9645,0,2022,2020,202203,6085407,17,109.9,0,28401,1,13,58923,15,1,25,7,700,1,100,6,63,0,0,0,0,2266,44,"Not in identifiable area","Stockers and order fillers"
"9152942",2320,0,2022,2022,202203,98283,13,103.7,0,52177,1,13,217000,13,2,45,1,100,0,0,11,115,23,2313,0,0,65000,72,"Not in identifiable area","Secondary school teachers"
"15635746",9810,36540,2022,2018,202203,3723719,10,1674.4,6,865350,2,22,81834,11,2,39,2,200,0,0,10,101,62,6203,0,0,52608,18,"Omaha-Council Bluffs, NE-IA","First-line enlisted military supervisors"
"4154267",0,35620,2022,2020,202203,4310635,6,1757.1,2,19567410,1,13,175637,13,2,13,1,100,0,0,2,26,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"15045443",9130,26140,2022,2022,202203,1707711,86,424.7,1,141236,1,12,92000,87,1,22,1,100,0,0,6,63,0,0,0,0,57000,15,"Homosassa Springs, FL","Driver/sales workers and truck drivers"
"6387892",0,41860,2022,2020,202203,681339,12,2423.2,1,4335391,1,13,498582,17,1,16,4,400,0,0,5,50,0,0,0,0,0,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"1893724",0,31080,2022,2021,202203,786787,17,7985.8,1,12828837,1,12,129709,19,1,31,6,610,0,0,6,63,0,0,0,0,0,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"7827643",845,12060,2022,2019,202203,1824996,32,3689.4,4,5286728,1,13,132045,31,2,30,2,200,0,0,11,114,62,6201,0,0,71189,68,"Atlanta-Sandy Springs-Roswell, GA","Financial and investment analysts"
"14247997",7200,17140,2022,2020,202203,4913065,227,1388.4,4,2114580,2,22,90765,227,1,68,1,100,0,0,6,63,0,0,0,0,90765,19,"Cincinnati, OH-KY-IN","Automotive service technicians and mechanics"
"11968245",4720,0,2022,2020,202203,4063185,12,46.3,0,29109,1,13,137110,9,1,55,1,100,0,0,8,81,0,0,0,0,28329,44,"Not in identifiable area","Cashiers"
"7995175",1021,12420,2022,2020,202203,6098350,13,1410,4,1716289,1,12,247478,7,2,48,4,400,0,0,11,114,21,2102,0,0,239886,65,"Austin-Round Rock, TX","Software developers"
"1049455",0,0,2022,2021,202203,3650095,3,70.2,0,25029,1,12,20754,5,1,10,1,100,0,0,1,17,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"9880062",3255,37980,2022,2019,202203,5309774,15,2844.6,2,5965343,1,12,110229,15,2,67,1,100,0,0,8,81,0,0,0,0,73027,46,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Registered nurses"
"2389005",0,0,2022,2018,202203,2082048,14,609.1,0,379186,1,13,140790,14,2,59,1,100,0,0,6,63,0,0,0,0,25953,0,"Not in identifiable area","N/A (not applicable)"
"12882116",5240,39300,2022,2021,202203,3068109,14,526.9,4,2322518,0,0,9999999,14,2,19,8,815,0,0,6,65,0,0,0,0,8647,44,"Providence-Warwick, RI-MA","Customer service representatives"
"9948949",3255,16980,2022,2019,202203,2109675,18,5890.7,2,9461105,1,13,129507,19,2,53,2,200,0,0,11,114,52,5200,0,0,117348,46,"Chicago-Naperville-Elgin, IL-IN-WI","Registered nurses"
"6786607",150,45300,2022,2018,202203,1401306,10,1055.9,1,2783243,1,12,4209,10,2,60,1,100,0,0,7,71,0,0,0,0,0,77,"Tampa-St. Petersburg-Clearwater, FL","Purchasing managers"
"8074523",1050,39580,2022,2022,202203,4709049,9,490.4,5,1130259,1,13,80000,11,1,38,1,100,0,0,10,101,40,4002,0,0,0,65,"Raleigh, NC","Computer support specialists"
"14841280",8810,38860,2022,2020,202203,2830046,8,192.3,1,514098,1,13,108668,8,1,60,1,100,0,0,6,64,0,0,0,0,16997,18,"Portland-South Portland, ME","Painting workers"
"1148030",0,0,2022,2021,202203,2240398,8,106,0,50635,1,13,94580,4,2,16,1,100,0,0,3,30,0,0,0,0,8431,0,"Not in identifiable area","N/A (not applicable)"
"15151159",9130,27060,2022,2021,202203,4405776,13,564.1,1,101564,1,12,16322,13,1,70,1,100,0,0,6,64,0,0,0,0,3891,15,"Ithaca, NY","Driver/sales workers and truck drivers"
"15617688",9645,0,2022,2022,202203,5807445,4,116.8,0,32584,1,12,96000,7,2,27,1,100,0,0,6,64,0,0,0,0,0,44,"Not in identifiable area","Stockers and order fillers"
"4705966",0,46700,2022,2022,202203,931560,25,4300.2,1,412808,0,0,9999999,25,1,51,1,100,0,0,0,2,0,0,0,0,0,0,"Vallejo-Fairfield, CA","N/A (not applicable)"
"403130",0,0,2022,2018,202203,2626956,12,208.9,0,121773,1,13,141456,11,1,14,1,100,0,0,2,26,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"10827421",4030,14260,2022,2018,202203,2011441,14,1306,5,616561,2,22,25252,21,2,18,1,100,0,0,6,65,0,0,0,0,9002,15,"Boise City, ID","Food preparation workers"
"5340541",0,19100,2022,2021,202203,6213955,13,8080.7,3,6426214,1,13,209156,17,2,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"9315395",2545,0,2022,2021,202203,3461820,4,227.3,0,127108,1,13,64855,5,2,31,1,100,0,0,6,63,0,0,0,0,21618,65,"Not in identifiable area","Teaching assistants"
"1865998",0,19100,2022,2018,202203,5886050,15,2476,3,6426214,2,22,70144,16,1,3,1,100,4,460,0,2,0,0,0,0,9999999,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"13795578",6230,16980,2022,2019,202203,2115736,56,12850.5,2,9461105,1,13,50522,56,1,59,2,200,0,0,7,71,0,0,0,0,34447,19,"Chicago-Naperville-Elgin, IL-IN-WI","Carpenters"
"10346125",3605,41180,2022,2018,202203,3560890,10,4026.1,5,2787701,1,12,113820,9,2,21,2,200,0,0,7,71,0,0,0,0,3507,13,"St. Louis, MO-IL","Orderlies and psychiatric aides"
"394685",0,0,2022,2018,202203,6787143,7,233.1,0,118760,1,12,39865,7,1,84,1,100,0,0,6,63,0,0,0,0,39865,0,"Not in identifiable area","N/A (not applicable)"
"4801737",0,42660,2022,2019,202203,6677346,21,4501.4,1,3439809,2,22,91857,22,2,0,1,100,0,0,0,1,0,0,0,0,9999999,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"1735957",0,10420,2022,2022,202203,4997795,26,3530.3,1,703200,1,12,33000,26,2,72,1,100,0,0,5,50,0,0,0,0,33000,0,"Akron, OH","N/A (not applicable)"
"11297991",4220,0,2022,2020,202203,4305504,8,228,0,200098,1,13,96317,8,1,41,1,100,0,0,10,101,62,6201,0,0,49858,9,"Not in identifiable area","Janitors and building cleaners"
"8609941",2016,40140,2022,2021,202203,863687,25,5663.9,1,4224851,1,12,74259,24,2,74,6,670,0,0,8,81,0,0,0,0,74259,64,"Riverside-San Bernardino-Ontario, CA","Social and human service assistants"
"4127146",0,10420,2022,2021,202203,4968517,11,2546.4,1,703200,1,13,14917,11,2,73,1,100,0,0,6,65,0,0,0,0,8323,0,"Akron, OH","N/A (not applicable)"
"6445533",10,12420,2022,2022,202203,6324426,11,4079.5,3,1716289,1,13,255000,15,2,40,3,361,1,100,11,116,23,2300,0,0,105000,68,"Austin-Round Rock, TX","Chief executives and legislators"
"9003592",2310,0,2022,2019,202203,5052979,5,90.6,0,25426,1,13,99665,4,2,67,1,100,0,0,11,114,23,2304,0,0,59018,72,"Not in identifiable area","Elementary and middle school teachers"
"5350747",0,40900,2022,2019,202203,639173,20,4581,1,2149127,2,22,67745,26,1,2,9,917,1,100,0,1,0,0,0,0,9999999,0,"Sacramento--Roseville--Arden-Arcade, CA","N/A (not applicable)"
"10103816",3500,40900,2022,2020,202203,731053,5,6565.3,1,2149127,1,13,146175,6,2,57,2,200,0,0,7,71,0,0,0,0,96317,22,"Sacramento--Roseville--Arden-Arcade, CA","Licensed practical and licensed vocational nurses"
"2900872",0,24660,2022,2019,202203,4593737,14,2865.6,5,723801,1,13,42140,16,2,76,1,100,4,424,6,63,0,0,0,0,0,0,"Greensboro-High Point, NC","N/A (not applicable)"
"2199319",0,41940,2022,2019,202203,503163,4,9263.4,4,1836911,0,0,9999999,4,1,65,2,200,0,0,7,71,0,0,0,0,10334,0,"San Jose-Sunnyvale-Santa Clara, CA","N/A (not applicable)"
"12010458",4720,49620,2022,2020,202203,5357218,12,491.7,1,434972,1,13,154220,11,1,19,1,100,0,0,6,63,0,0,0,0,17564,44,"York-Hanover, PA","Cashiers"
"10753794",4020,0,2022,2020,202203,2178833,3,106,0,50635,1,13,178810,2,2,57,1,100,0,0,6,63,0,0,0,0,3173,15,"Not in identifiable area","Cooks"
"4722820",0,34820,2022,2018,202203,5560064,12,1053.1,1,376722,1,13,133273,12,2,66,1,100,0,0,8,81,0,0,0,0,45593,0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","N/A (not applicable)"
"15114603",9130,10900,2022,2021,202203,3998937,15,614,1,821173,1,13,859865,14,1,32,7,700,4,424,11,114,62,6203,0,0,43236,15,"Allentown-Bethlehem-Easton, PA-NJ","Driver/sales workers and truck drivers"
"9935766",3255,48660,2022,2019,202203,6001764,37,1022,6,151306,2,22,24113,62,1,22,1,100,0,0,10,101,61,6107,0,0,20668,46,"Wichita Falls, TX","Registered nurses"
"2666262",0,0,2022,2019,202203,4602024,7,89.6,0,23947,1,12,45125,7,2,56,2,200,0,0,7,71,0,0,0,0,10334,0,"Not in identifiable area","N/A (not applicable)"
"6865448",220,0,2022,2018,202203,2327169,2,88.8,0,64944,1,13,48750,2,1,72,1,100,0,0,2,26,0,0,0,0,48750,68,"Not in identifiable area","Construction managers"
"6450636",10,34980,2022,2018,202203,5680253,28,1850.8,5,1670890,1,13,57284,33,2,40,1,100,1,100,10,101,60,6004,0,0,0,68,"Nashville-Davidson--Murfreesboro--Franklin, TN","Chief executives and legislators"
"676500",0,0,2022,2020,202203,4914229,16,559.5,0,69486,1,12,159773,16,2,76,1,100,0,0,10,101,50,5003,0,0,36034,0,"Not in identifiable area","N/A (not applicable)"
"8654089",2050,17140,2022,2022,202203,4991397,47,1321,4,2114580,1,13,147300,46,2,62,1,100,0,0,11,114,62,6200,0,0,45000,56,"Cincinnati, OH-KY-IN","Directors, religious activities and education"
"5773858",0,41180,2022,2020,202203,3617366,11,5434.8,5,2787701,2,22,10198,11,2,64,2,200,0,0,6,63,0,0,0,0,10198,0,"St. Louis, MO-IL","N/A (not applicable)"
"8361993",1551,47260,2022,2022,202203,6598643,22,2214,5,1676822,1,13,79000,25,1,24,1,100,0,0,6,65,0,0,0,0,30000,18,"Virginia Beach-Norfolk-Newport News, VA-NC","Electrical and electronic engineering technologists and technicians"
"4329570",0,40140,2022,2018,202203,445625,9,3408.8,1,4224851,2,22,877,9,2,20,6,675,0,0,7,71,0,0,0,0,0,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"5659211",0,42660,2022,2021,202203,6721704,10,779.2,1,3439809,2,22,132628,5,2,61,3,352,0,0,7,71,0,0,0,0,25726,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"7404485",520,0,2022,2020,202203,6077396,16,192.7,0,107036,1,12,52691,16,1,52,1,100,0,0,6,61,0,0,0,0,27195,72,"Not in identifiable area","Wholesale and retail buyers, except farm products"
"5569943",0,16700,2022,2019,202203,5567525,16,416.1,1,664607,1,13,17223,17,1,12,1,100,0,0,2,23,0,0,0,0,9999999,0,"Charleston-North Charleston, SC","N/A (not applicable)"
"2622281",0,0,2022,2021,202203,6188192,5,204.1,0,100673,1,12,10485,5,2,65,1,100,0,0,6,64,0,0,0,0,10485,0,"Not in identifiable area","N/A (not applicable)"
"441745",0,0,2022,2018,202203,4805261,3,194.7,0,51616,1,12,462246,3,1,77,1,100,0,0,6,63,0,0,0,0,459557,0,"Not in identifiable area","N/A (not applicable)"
"604698",0,25420,2022,2019,202203,5315067,84,304.3,1,549475,2,22,10104,125,1,2,2,200,4,460,0,1,0,0,0,0,9999999,0,"Harrisburg-Carlisle, PA","N/A (not applicable)"
"1029420",0,40140,2022,2022,202203,1031698,22,3507.6,1,4224851,1,13,335600,20,2,60,8,826,1,100,6,61,0,0,0,0,24000,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"11632480",4600,41660,2022,2018,202203,5908856,21,873.1,3,111823,2,22,21394,21,2,25,1,100,1,100,7,71,0,0,0,0,21394,26,"San Angelo, TX","Childcare workers"
"3128160",0,0,2022,2020,202203,3628136,78,53.2,0,19080,1,13,60850,87,1,14,1,100,0,0,2,26,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"6824061",205,0,2022,2019,202203,2499782,2,49.7,0,13278,2,21,143986,3,1,73,1,100,2,200,6,63,0,0,0,0,134571,14,"Not in identifiable area","Farmers, ranchers, and other agricultural managers"
"8378686",1555,33340,2022,2018,202203,6837144,16,10223.5,1,1555908,1,13,163668,16,1,67,2,200,0,0,8,81,0,0,0,0,99370,62,"Milwaukee-Waukesha-West Allis, WI","Other engineering technologists and technicians, except drafters"
"5368210",0,35620,2022,2021,202203,4416005,9,24779.8,2,19567410,1,13,75664,11,2,6,6,610,0,0,1,14,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"12239197",4760,35620,2022,2022,202203,4456595,8,18100.1,2,19567410,1,12,100200,8,2,79,2,200,0,0,11,114,23,2313,0,0,100000,47,"New York-Newark-Jersey City, NY-NJ-PA","Retail salespersons"
"11896179",4710,41740,2022,2020,202203,677457,26,3090,1,3095313,2,22,158073,51,1,30,1,100,1,100,5,50,0,0,0,0,54391,68,"San Diego-Carlsbad, CA","First-line supervisors of non-retail sales workers"
"1001777",0,0,2022,2022,202203,5511702,21,481.9,0,201890,1,13,87000,22,2,9,1,100,0,0,1,16,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"4570549",0,37100,2022,2019,202203,561674,5,2085.4,1,823318,1,13,90939,6,2,79,1,100,0,0,7,71,0,0,0,0,90939,0,"Oxnard-Thousand Oaks-Ventura, CA","N/A (not applicable)"
"15248027",9150,0,2022,2020,202203,2198261,6,128.2,0,149329,1,12,95184,7,1,69,1,100,0,0,6,63,0,0,0,0,60963,10,"Not in identifiable area","Motor vehicle operators, all other"
"9773855",3255,0,2022,2022,202203,3852622,129,4876.6,0,400721,1,13,185000,85,2,27,1,100,4,414,8,81,0,0,0,0,40000,46,"Not in identifiable area","Registered nurses"
"4536268",0,45940,2022,2020,202203,3943959,16,2345.3,1,366513,1,12,148101,9,1,4,1,100,0,0,0,2,0,0,0,0,9999999,0,"Trenton, NJ","N/A (not applicable)"
"14070225",6442,41860,2022,2019,202203,556074,32,6396.6,1,4335391,2,22,10334,32,1,43,8,818,0,0,10,101,62,6203,0,0,10334,34,"San Francisco-Oakland-Hayward, CA","Plumbers, pipefitters, and steamfitters"
"4181528",0,13780,2022,2021,202203,4348235,10,3094,5,251725,1,12,67816,10,2,68,8,826,0,0,6,64,0,0,0,0,8431,0,"Binghamton, NY","N/A (not applicable)"
"13028864",5310,35620,2022,2018,202203,3879043,16,3280.1,2,19567410,1,13,217679,20,1,22,1,100,0,0,10,101,62,6200,0,0,8417,44,"New York-Newark-Jersey City, NY-NJ-PA","Interviewers, except eligibility and loan"
"4874354",0,37980,2022,2021,202203,5395698,6,20579.8,2,5965343,0,0,9999999,6,1,60,2,200,0,0,6,63,0,0,0,0,7026,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"7729871",800,12260,2022,2022,202203,1965148,10,793.6,6,564873,1,13,200200,10,2,56,2,200,0,0,8,81,0,0,0,0,32000,78,"Augusta-Richmond County, GA-SC","Accountants and auditors"
"9805820",3255,39380,2022,2021,202203,1171737,8,1427.1,5,159063,1,12,24104,8,2,63,1,100,4,450,8,81,0,0,0,0,24104,46,"Pueblo, CO","Registered nurses"
"13199987",5522,26420,2022,2018,202203,5873982,10,2485.4,3,5920416,1,13,257193,9,1,31,1,100,0,0,8,81,0,0,0,0,46762,40,"Houston-The Woodlands-Sugar Land, TX","Dispatchers, except police, fire, and ambulance"
"4611437",0,37340,2022,2022,202203,1711434,88,1936.7,1,543376,1,13,40000,83,2,72,1,100,0,0,6,65,0,0,0,0,13000,0,"Palm Bay-Melbourne-Titusville, FL","N/A (not applicable)"
"14415292",7610,31080,2022,2022,202203,990730,12,7895.9,1,12828837,2,22,103200,11,1,46,7,700,1,100,6,63,0,0,0,0,75000,18,"Los Angeles-Long Beach-Anaheim, CA","Helpers--installation, maintenance, and repair workers"
"4480886",0,12060,2022,2019,202203,1855959,23,3670.4,4,5286728,2,22,35365,14,2,7,6,610,0,0,1,14,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"10117419",3500,0,2022,2018,202203,5048936,19,87.1,0,54277,1,12,102877,30,2,52,1,100,0,0,7,71,0,0,0,0,47931,22,"Not in identifiable area","Licensed practical and licensed vocational nurses"
"15345106",9620,35620,2022,2021,202203,4377670,25,24779.8,2,19567410,1,12,190565,45,1,34,2,200,0,0,6,63,0,0,0,0,16214,8,"New York-Newark-Jersey City, NY-NJ-PA","Laborers and freight, stock, and material movers, hand"
"9728203",3160,35620,2022,2019,202203,4246832,27,776.5,2,19567410,2,22,63152,27,2,26,1,100,0,0,11,116,36,3600,61,6109,28705,58,"New York-Newark-Jersey City, NY-NJ-PA","Physical therapists"
"6879469",220,0,2022,2021,202203,4950990,23,346.1,0,107841,1,12,256176,23,1,62,1,100,0,0,7,71,0,0,0,0,208616,68,"Not in identifiable area","Construction managers"
"8793998",2205,46520,2022,2018,202203,1983022,13,4976.1,1,953207,1,13,208093,13,2,48,9,911,0,0,11,115,36,3600,0,0,29226,84,"Urban Honolulu, HI","Postsecondary teachers"
"2715334",0,40140,2022,2018,202203,487545,13,6855.2,1,4224851,2,22,75404,12,1,5,1,100,1,100,0,2,0,0,0,0,9999999,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"9453503",2640,29460,2022,2021,202203,1596959,9,1203.1,1,602095,1,12,52965,10,1,65,1,100,0,0,7,71,0,0,0,0,0,73,"Lakeland-Winter Haven, FL","Other designers"
"6578577",51,29820,2022,2019,202203,3786780,31,1530,1,1951269,1,13,269831,23,1,35,2,200,0,0,10,101,62,6200,0,0,195197,72,"Las Vegas-Henderson-Paradise, NV","Marketing managers"
"5336715",0,41620,2022,2019,202203,6382114,16,5696.8,4,1087873,1,13,68893,15,1,13,1,100,0,0,2,25,0,0,0,0,9999999,0,"Salt Lake City, UT","N/A (not applicable)"
"3119519",0,34820,2022,2020,202203,4636176,17,223.4,1,376722,1,13,20431,25,1,23,1,100,0,0,6,63,0,0,0,0,0,0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","N/A (not applicable)"
"14898171",8990,21140,2022,2020,202203,2407888,17,796.2,1,197559,1,13,94051,17,1,47,1,100,0,0,6,65,0,0,0,0,62323,18,"Elkhart-Goshen, IN","Miscellaneous production workers, including equipment operators and tenders"
"8911510",2310,37980,2022,2018,202203,3876985,27,2013.4,2,5965343,1,13,204585,24,2,58,1,100,0,0,11,114,23,2300,0,0,81834,72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Elementary and middle school teachers"
"3355527",0,16980,2022,2019,202203,2112868,4,2992,2,9461105,2,22,32150,4,1,72,1,100,0,0,8,81,0,0,0,0,32150,0,"Chicago-Naperville-Elgin, IL-IN-WI","N/A (not applicable)"
"14584630",7905,44300,2022,2021,202203,5443537,6,724.1,1,153990,1,12,199969,5,1,58,1,100,0,0,7,71,0,0,0,0,172946,53,"State College, PA","Computer numerically controlled tool operators and programmers"
"4495985",0,41860,2022,2018,202203,376547,11,5583.4,1,4335391,2,22,26771,11,2,72,2,200,0,0,5,50,0,0,0,0,12743,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"497453",0,0,2022,2019,202203,5567518,4,87,0,44478,1,13,69582,5,2,74,1,100,0,0,6,63,0,0,0,0,8497,0,"Not in identifiable area","N/A (not applicable)"
"471839",0,0,2022,2019,202203,3504818,5,81.2,0,88467,1,12,35595,6,2,63,1,100,0,0,7,71,0,0,0,0,19290,0,"Not in identifiable area","N/A (not applicable)"
"13423551",5740,0,2022,2018,202203,5916906,19,122.2,0,29627,1,12,124622,19,2,18,1,100,1,100,6,63,0,0,0,0,1754,61,"Not in identifiable area","Secretaries and administrative assistants, except legal, medical, and executive"
"6315044",0,41180,2022,2019,202203,3602743,8,1213.5,5,2787701,1,12,173381,7,2,12,1,100,0,0,2,22,0,0,0,0,9999999,0,"St. Louis, MO-IL","N/A (not applicable)"
"2877115",0,24660,2022,2020,202203,4626111,6,385.4,5,723801,1,13,57564,78,1,1,2,200,0,0,0,1,0,0,0,0,9999999,0,"Greensboro-High Point, NC","N/A (not applicable)"
"7357233",440,42200,2022,2021,202203,801157,13,4007.4,1,423895,2,22,130250,14,2,28,1,100,0,0,10,101,40,4001,0,0,54046,68,"Santa Maria-Santa Barbara, CA","Other managers"
"8882769",2300,37860,2022,2019,202203,1464356,23,466.2,1,448991,1,12,22850,24,2,23,1,100,0,0,10,101,23,2300,0,0,22850,72,"Pensacola-Ferry Pass-Brent, FL","Preschool and kindergarten teachers"
"2424927",0,34980,2022,2018,202203,5679912,47,1182,5,1670890,2,22,40917,38,2,0,1,100,1,100,0,1,0,0,0,0,9999999,0,"Nashville-Davidson--Murfreesboro--Franklin, TN","N/A (not applicable)"
"8903349",2300,12420,2022,2019,202203,5969834,19,4544.2,4,1716289,2,22,150416,26,2,43,1,100,0,0,10,101,62,6207,0,0,57411,72,"Austin-Round Rock, TX","Preschool and kindergarten teachers"
"2138514",0,0,2022,2018,202203,5836829,66,839.2,0,214369,2,22,43840,126,1,7,1,100,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"6004894",0,42660,2022,2018,202203,6632416,18,473.8,1,3439809,1,13,50503,26,2,6,1,100,2,200,1,12,0,0,0,0,9999999,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"3208694",0,0,2022,2020,202203,3637357,2,101,0,23787,1,12,29575,3,2,74,1,100,0,0,6,63,0,0,0,0,7139,0,"Not in identifiable area","N/A (not applicable)"
"3535244",0,35620,2022,2021,202203,3980682,29,17255.7,2,19567410,2,22,9620,29,2,62,2,200,0,0,2,23,0,0,0,0,9620,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"4536694",0,22220,2022,2022,202203,333035,34,670.2,5,463202,2,22,40000,22,2,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Fayetteville-Springdale-Rogers, AR-MO","N/A (not applicable)"
